
é£ææ°å¹´æ­,#genre#
ARENA2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUEGO6b8kyVAwFqkdebDnwrO4sqI26E8SoU2AgjoTI2IKoDFDIp3L3-VznYBq34mMDHIYMQas4wKOEeYRlI5vjhetMft8PrqW6rv8HsUtc2Fo23I4gouagHJm64mk6KtOs4nkN1EKnGfKihduWNTo0qHrLJzoresAuR8XnPp32P7MoDg6TjHs7XE_pTp2UsxvFYpXWzcjzYgaXBuNp43UpPQ.m3u8?u=1756878715
ArenaBolaHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUaVnzVc2Rc-TEwJ5bveJnTcqv_cUbwpTJbfgXpr3cL_ZDcMoLyh0vs3NxN_kUV94igIewyhgYGCpVYzNlsBu2znt4dFm5XaxJrSDNiB8M1oSJ_Y0tU69KuJyJtIPQzzh1wksyvk0QR4DxOaGauu0pH9cxQUe4MN1i5aBwPkR8GMKQz0gbx9Q9pRH__ezHzBCXyos-Z-VGyiWjPRN-Wf9Mew.m3u8?u=1756878715
ArenaBolaHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUaVnzVc2Rc-TEwJ5bveJnTcqv_cUbwpTJbfgXpr3cL_ZDcMoLyh0vs3NxN_kUV94igIewyhgYGCpVYzNlsBu2znt4dFm5XaxJrSDNiB8M1oSJ_Y0tU69KuJyJtIPQzzh1wksyvk0QR4DxOaGauu0pH9cxQUe4MN1i5aBwPkR8GMKQz0gbx9Q9pRH__ezHzBCXyos-Z-VGyiWjPRN-Wf9Mew.m3u8?u=1756878715
ArenaBola2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU-pZnh7qy_Zr_KF6-8MGM888bwbHpRaST2zkrgPn_kWoG2dwvlBC9DkRMeuf9bj5g0XVk534mzLQ_GJyygK6Rx4PvcrbPrs-lGK8hZ26GV9VBpP3k7Pnn3XJ6aJ7wYUw1qxGLjBecGv_wTNk0ZaU3J8WeW8IPssipHPaq4Ccnn6mwE6oG-ZEhkRBqFSpQw8BKDuJYP0QFFapH8bwxNrXvUQ.m3u8?u=1756878715
ArenaBola2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU-pZnh7qy_Zr_KF6-8MGM888bwbHpRaST2zkrgPn_kWoG2dwvlBC9DkRMeuf9bj5g0XVk534mzLQ_GJyygK6Rx4PvcrbPrs-lGK8hZ26GV9VBpP3k7Pnn3XJ6aJ7wYUw1qxGLjBecGv_wTNk0ZaU3J8WeW8IPssipHPaq4Ccnn6mwE6oG-ZEhkRBqFSpQw8BKDuJYP0QFFapH8bwxNrXvUQ.m3u8?u=1756878715
beISports1HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUlZyB59AVI7Cz3nJsQ_KMMgWGm12WLT-_eBjC3O1MwxkaW1-Sr5_yqYswYUDynZc6q4UFLpYI76TYcfbLwT6dY34Piyh85NbUqUWeQTTRQ0CZaQ7k3SJfrusPNKGQsmRx4egvk-nQQXpbe7JW0ceg_4xDpVyELpTM8-7FEg1nq4iARNsA6fLo7mwUZoYzgOVeCA-TxoHZuIy0wJk9MoiYsA.m3u8?u=1756878715
beISports1HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUlZyB59AVI7Cz3nJsQ_KMMgWGm12WLT-_eBjC3O1MwxkaW1-Sr5_yqYswYUDynZc6q4UFLpYI76TYcfbLwT6dY34Piyh85NbUqUWeQTTRQ0CZaQ7k3SJfrusPNKGQsmRx4egvk-nQQXpbe7JW0ceg_4xDpVyELpTM8-7FEg1nq4iARNsA6fLo7mwUZoYzgOVeCA-TxoHZuIy0wJk9MoiYsA.m3u8?u=1756878715
beISports2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUlP_Xv6Q-n2vFunBGbIpwIAHGZuZd2VEmlY9qcAUXkoqatWRevrFshvhQoS7i0b0UeWxMaFLG0FY52-kugg44UxKucllbSHwynZJc2euau1unRVk-MK_ozstZDYZwpiancfUyTHiliUKviz7SJdM2Dgvykoy6Klvumg3DCxxSF6iiZEJO81t0k-Kd3xWmJwJpobEse9C5wSuvziiNkv2w9g.m3u8?u=1756878715
beISports2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUlP_Xv6Q-n2vFunBGbIpwIAHGZuZd2VEmlY9qcAUXkoqatWRevrFshvhQoS7i0b0UeWxMaFLG0FY52-kugg44UxKucllbSHwynZJc2euau1unRVk-MK_ozstZDYZwpiancfUyTHiliUKviz7SJdM2Dgvykoy6Klvumg3DCxxSF6iiZEJO81t0k-Kd3xWmJwJpobEse9C5wSuvziiNkv2w9g.m3u8?u=1756878715
beISports3HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUdFcidhOhwaktCIaAjxdXB28FOyJxXQQneaqE5ZzV0V0_nerr3THVmjmRDKDI12QsQrHN7Q_9mgALab7izfyPYSVCw7XsNPt0B1p2UgtYJUiA7wQjIbVqDjHsqPDv1Ei9u8pmaQveGC21cYvlHvS53uFDnuWfPWVUs2_uj_rAoKHc6kU6NxurIoy754_OnND6n938DZBVVt5bUE6FvBYL6w.m3u8?u=1756878715
beISports3HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUdFcidhOhwaktCIaAjxdXB28FOyJxXQQneaqE5ZzV0V0_nerr3THVmjmRDKDI12QsQrHN7Q_9mgALab7izfyPYSVCw7XsNPt0B1p2UgtYJUiA7wQjIbVqDjHsqPDv1Ei9u8pmaQveGC21cYvlHvS53uFDnuWfPWVUs2_uj_rAoKHc6kU6NxurIoy754_OnND6n938DZBVVt5bUE6FvBYL6w.m3u8?u=1756878715
PREMIERSPORTSHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUymbPEKQQPXh7jHUmDbOEc6Px8QTyILyUAROjE5oFetoeJ44QtrLjE3gl9w5BaZAjWO2wfXOZbMukvhGNMvN1mproVDwSMCZPIs0n_UTnaHQ5ExxQ9nIdvdr_gr7qxWUbDot07riQ36m_9rnxFcZjpVihYwudUm-KzleL6h0Zf3PfYBCOWvwx1SOdHXYsbQQJ3SKyMu1DNFuSB2gAa3cDlg.m3u8?u=1756878715
PREMIERSPORTSHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUymbPEKQQPXh7jHUmDbOEc6Px8QTyILyUAROjE5oFetoeJ44QtrLjE3gl9w5BaZAjWO2wfXOZbMukvhGNMvN1mproVDwSMCZPIs0n_UTnaHQ5ExxQ9nIdvdr_gr7qxWUbDot07riQ36m_9rnxFcZjpVihYwudUm-KzleL6h0Zf3PfYBCOWvwx1SOdHXYsbQQJ3SKyMu1DNFuSB2gAa3cDlg.m3u8?u=1756878715
EurosporHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU31OQOoeLuHHAB_Go3mxOYpQZRSCMpjPQ3bLVehgA014RqRl_R3SOyHsviaOKKOO2-vx5d1pXXTTGgcAqFn6_CVXItarLWE_wfmptGd6KfGMrCnY7iiGXaB2QPvN72h9dzsdVirCQ6mpe9m0o7yG1xe7NXV8BcmKNCgDFcyLlfNw7hX-JGhZo1sORCT4tSgduwo1tZg4ngzVqtmuEbwcMnw.m3u8?u=1756878715
EurosporHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU31OQOoeLuHHAB_Go3mxOYpQZRSCMpjPQ3bLVehgA014RqRl_R3SOyHsviaOKKOO2-vx5d1pXXTTGgcAqFn6_CVXItarLWE_wfmptGd6KfGMrCnY7iiGXaB2QPvN72h9dzsdVirCQ6mpe9m0o7yG1xe7NXV8BcmKNCgDFcyLlfNw7hX-JGhZo1sORCT4tSgduwo1tZg4ngzVqtmuEbwcMnw.m3u8?u=1756878715
GOLFHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU9lo3H4RIHe5cNtvXG0Ni8vNganvc9bK1zaseCmMQwl3e1KrCdY-yq7e8kpGGg1pNL_6yys6-VAVA76qzPKGpeccVXT4KkVQ9aUUZ5YVjvmdYAczfot5sZF6BitnXAwv24mJgPuo5Pa-MBJg-K8RWQhNlLzDSS1ksVCHyztKh3ZxM4yNyB3jzp2joGnrixg0QFwaB2s6WFn43KOaHMTqZ6w.m3u8?u=1756878715
GOLFHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU9lo3H4RIHe5cNtvXG0Ni8vNganvc9bK1zaseCmMQwl3e1KrCdY-yq7e8kpGGg1pNL_6yys6-VAVA76qzPKGpeccVXT4KkVQ9aUUZ5YVjvmdYAczfot5sZF6BitnXAwv24mJgPuo5Pa-MBJg-K8RWQhNlLzDSS1ksVCHyztKh3ZxM4yNyB3jzp2joGnrixg0QFwaB2s6WFn43KOaHMTqZ6w.m3u8?u=1756878715
AECHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUMtgGwI_hSdfsfq3gs_KZsL8JsWRB48DKG4S_KEUTZxbV7YF_1GEPQIM0BlRibQCppGrdHPFBslhgIKN7pjoFM_LmN-f9yZL9XCCKGm02xnxpiUHVq6CT9F7wx6mpT5mVnXTQSRCuiqtxvK1lY6uIFT4zepMhUYCXJPKFfxkQhxVBRFChlW1h1lVfqhZCQ01OKwWDCQEzT7GDTeeG8JYZPg.m3u8?u=1756878715
ç±å¥èºHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUXEDUXNSjBZf661tPTuj8ZXtMNcSsi0K8oE95GfBqnf9hoHNVZ6JTFv0_epi8iahHZt0L0ZJh0d98fmv5pnALK8kC5q1naDa1VXL1oVDAUJcaeW7QyA5TqfPfD8W0yd80O3Uq8j5lM0Pff9nNbGxRWvxIWPo-k-Cs8rzebeIz85rCK4_knOFdaHwdQqt6NgWjQoz-oAXe9Voe_cqUxoY9mA.m3u8?u=1756878715
ç¿¡ç¿ å°(MY)HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUbdYXReTnHFlrVjWJZu1iEsHLJr2rKjwTRzYT5ODAfJKJaulvp2Jv6BiXke50tQHRXlTD0IM6th_5XxD0qGMYf8AP4hPIP6HdCcpVMfZgVP0Obxq9wrEaX7O97zy-PIbj1zXokzMD2HsLghxGpjbrwD4fgTFOFwPfLgBez96ClESBXKQzkeJp3gNIyFXwuQfAicb2MRivrXHlETsJz8B8tw.m3u8?u=1756878715
AODHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUiDWyQiRfoKJ7v06c804QYB7MSUIACDNm04fXgga51MoT1q7H72LVczcMm4ZY4W7-7FD8_-le0n6nSm_Fm3K4WmFrHs46IppKwKfkcgjQgm7jTf2vl9SUcpxIgRdNpr4AfZ32oU9WEYuKMRX6UYjDbUzItUHV48FORgJnKloc0lw4kFajwEOBhMEy2TWRrqgUgsVQ6JokuECwwTZ_98FGWQ.m3u8?u=1756878715
SPOTHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSXMKpXc5ugdAnJIv0RSra8AzywcYuk8zwy7NtpLcQ3LYU8UKPI1he2FKX2keoVcufNlBZT2XvDX_i-u9Yuz4yZoKEnlCbua9LN7ob_nFUuxr3GrdA5PzHnhoAku5lH3lkL3uSzJBwzbzuzM67X4DSneW0at22IaDRZqGw4AESVB_puK2ZXcxrJuUiU3T4wk8Bw.m3u8?u=1756878715
SPOTHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSXMKpXc5ugdAnJIv0RSra8AzywcYuk8zwy7NtpLcQ3LYU8UKPI1he2FKX2keoVcufNlBZT2XvDX_i-u9Yuz4yZoKEnlCbua9LN7ob_nFUuxr3GrdA5PzHnhoAku5lH3lkL3uSzJBwzbzuzM67X4DSneW0at22IaDRZqGw4AESVB_puK2ZXcxrJuUiU3T4wk8Bw.m3u8?u=1756878715
SPOTHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSXMKpXc5ugdAnJIv0RSra8AzywcYuk8zwy7NtpLcQ3LYU8UKPI1he2FKX2keoVcufNlBZT2XvDX_i-u9Yuz4yZoKEnlCbua9LN7ob_nFUuxr3GrdA5PzHnhoAku5lH3lkL3uSzJBwzbzuzM67X4DSneW0at22IaDRZqGw4AESVB_puK2ZXcxrJuUiU3T4wk8Bw.m3u8?u=1756878715
SPOT2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSaOw3qBD_tFabu6v6CrBIBBlGPikNBIHiUYtiXxL8JEFa_nvL0NDU3bt36XlIhmM7AW4pznIcClA1IyPz5dQWuOBpYTvvTxLMvahMlQAEwoKgoeZHJzxrQDP2ewkxn1Fo5XsC121shCnUDxGinwkRCdcmOoIhkBHGqKIBpwICdZUSuopxdCXMbERbPCOxXV5mQ.m3u8?u=1756878715
SPOT2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSaOw3qBD_tFabu6v6CrBIBBlGPikNBIHiUYtiXxL8JEFa_nvL0NDU3bt36XlIhmM7AW4pznIcClA1IyPz5dQWuOBpYTvvTxLMvahMlQAEwoKgoeZHJzxrQDP2ewkxn1Fo5XsC121shCnUDxGinwkRCdcmOoIhkBHGqKIBpwICdZUSuopxdCXMbERbPCOxXV5mQ.m3u8?u=1756878715
SPOT2HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGxoSruXH75YYPz5xgwglSaOw3qBD_tFabu6v6CrBIBBlGPikNBIHiUYtiXxL8JEFa_nvL0NDU3bt36XlIhmM7AW4pznIcClA1IyPz5dQWuOBpYTvvTxLMvahMlQAEwoKgoeZHJzxrQDP2ewkxn1Fo5XsC121shCnUDxGinwkRCdcmOoIhkBHGqKIBpwICdZUSuopxdCXMbERbPCOxXV5mQ.m3u8?u=1756878715
AXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUwhfJY_tp0WgwC0N_7iuYcEZOwG54QLCzbJs2DmsUOOxHqvsJVfhm1GmgefMh4WJL29iW75pZC9FsPlLNgSZg3-whxPxoCFKAWplrP3bMeKIZe6CH1K0PLaxtJxkvpYlBnV17ErZnap6iuDmbu4eplheOyrgj4_87FSQmEryKvwB9cFpjqFhJQbplkHb_HnFGuW5nmF4SpySF_ztVm3IXMQ.m3u8?u=1756878715
AXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUwhfJY_tp0WgwC0N_7iuYcEZOwG54QLCzbJs2DmsUOOxHqvsJVfhm1GmgefMh4WJL29iW75pZC9FsPlLNgSZg3-whxPxoCFKAWplrP3bMeKIZe6CH1K0PLaxtJxkvpYlBnV17ErZnap6iuDmbu4eplheOyrgj4_87FSQmEryKvwB9cFpjqFhJQbplkHb_HnFGuW5nmF4SpySF_ztVm3IXMQ.m3u8?u=1756878715
AXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUwhfJY_tp0WgwC0N_7iuYcEZOwG54QLCzbJs2DmsUOOxHqvsJVfhm1GmgefMh4WJL29iW75pZC9FsPlLNgSZg3-whxPxoCFKAWplrP3bMeKIZe6CH1K0PLaxtJxkvpYlBnV17ErZnap6iuDmbu4eplheOyrgj4_87FSQmEryKvwB9cFpjqFhJQbplkHb_HnFGuW5nmF4SpySF_ztVm3IXMQ.m3u8?u=1756878715
AXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUwhfJY_tp0WgwC0N_7iuYcEZOwG54QLCzbJs2DmsUOOxHqvsJVfhm1GmgefMh4WJL29iW75pZC9FsPlLNgSZg3-whxPxoCFKAWplrP3bMeKIZe6CH1K0PLaxtJxkvpYlBnV17ErZnap6iuDmbu4eplheOyrgj4_87FSQmEryKvwB9cFpjqFhJQbplkHb_HnFGuW5nmF4SpySF_ztVm3IXMQ.m3u8?u=1756878715
CINEMAXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVLD2kZeFRWdrwQ4wcJfEF71EFvumjLWi0OOU3oVj6OGZn2pbpZ3zhoTjZc8jHuyjT4_cSHzGIObFy6LUrp5VDUHIFojERSn7os1bj7QgZpro2TrmYB3zqheFCV8FMCmxcDFKphudPmdNuhp1ocpx-H4fPoIs8VXaics3OO-KLrqSDuGOxBZM7pQlxu2JC_01JVaqkrByZcGpJn4uSblK0w.m3u8?u=1756878715
CINEMAXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVLD2kZeFRWdrwQ4wcJfEF71EFvumjLWi0OOU3oVj6OGZn2pbpZ3zhoTjZc8jHuyjT4_cSHzGIObFy6LUrp5VDUHIFojERSn7os1bj7QgZpro2TrmYB3zqheFCV8FMCmxcDFKphudPmdNuhp1ocpx-H4fPoIs8VXaics3OO-KLrqSDuGOxBZM7pQlxu2JC_01JVaqkrByZcGpJn4uSblK0w.m3u8?u=1756878715
CINEMAXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVLD2kZeFRWdrwQ4wcJfEF71EFvumjLWi0OOU3oVj6OGZn2pbpZ3zhoTjZc8jHuyjT4_cSHzGIObFy6LUrp5VDUHIFojERSn7os1bj7QgZpro2TrmYB3zqheFCV8FMCmxcDFKphudPmdNuhp1ocpx-H4fPoIs8VXaics3OO-KLrqSDuGOxBZM7pQlxu2JC_01JVaqkrByZcGpJn4uSblK0w.m3u8?u=1756878715
CINEMAXHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVLD2kZeFRWdrwQ4wcJfEF71EFvumjLWi0OOU3oVj6OGZn2pbpZ3zhoTjZc8jHuyjT4_cSHzGIObFy6LUrp5VDUHIFojERSn7os1bj7QgZpro2TrmYB3zqheFCV8FMCmxcDFKphudPmdNuhp1ocpx-H4fPoIs8VXaics3OO-KLrqSDuGOxBZM7pQlxu2JC_01JVaqkrByZcGpJn4uSblK0w.m3u8?u=1756878715
tvHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUSgGrmZUbZxYcwovwUvaOdwZ8Oqx5MGYttxfueO78c3G3Zucobbv2jcfPPE09nj_CGskJi7hhCDtuO4656tGwoB-3jPhhJ-qEdfS4b5qPkfhN0luCmPcLTnfAcrpc1cDZ37kvD2cMmIHH6RwmbqR4Sy2JJVepifuvtjd39KwJjaG7JIEVzwMNxLqZ0ZkqSlPtCIdWqbouhf4KhONRzLZ8dQ.m3u8?u=1756878715
tvHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUSgGrmZUbZxYcwovwUvaOdwZ8Oqx5MGYttxfueO78c3G3Zucobbv2jcfPPE09nj_CGskJi7hhCDtuO4656tGwoB-3jPhhJ-qEdfS4b5qPkfhN0luCmPcLTnfAcrpc1cDZ37kvD2cMmIHH6RwmbqR4Sy2JJVepifuvtjd39KwJjaG7JIEVzwMNxLqZ0ZkqSlPtCIdWqbouhf4KhONRzLZ8dQ.m3u8?u=1756878715
tvHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUSgGrmZUbZxYcwovwUvaOdwZ8Oqx5MGYttxfueO78c3G3Zucobbv2jcfPPE09nj_CGskJi7hhCDtuO4656tGwoB-3jPhhJ-qEdfS4b5qPkfhN0luCmPcLTnfAcrpc1cDZ37kvD2cMmIHH6RwmbqR4Sy2JJVepifuvtjd39KwJjaG7JIEVzwMNxLqZ0ZkqSlPtCIdWqbouhf4KhONRzLZ8dQ.m3u8?u=1756878715
tvMoviesHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUDyXdwMMIFwjgBf6LwenrdMHM2qtIIxtS8NxDg3x13zo_OGwGKng8cZhexN1ftVRorJKlVNHz_pAfnep0S8A-FX-dxifJJyfJPx2kO1zUOmMNXsJoBxCuEsnea_obLC9GsqRNQm03f7Yba7ePqoLXcMO4NFcAvPkZ2Em8E0y7m4mEDVdR5vm9cvbUGCloTF7wmzI_1ayPE8IPe1nBQO81Lg.m3u8?u=1756878715
tvMoviesHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUDyXdwMMIFwjgBf6LwenrdMHM2qtIIxtS8NxDg3x13zo_OGwGKng8cZhexN1ftVRorJKlVNHz_pAfnep0S8A-FX-dxifJJyfJPx2kO1zUOmMNXsJoBxCuEsnea_obLC9GsqRNQm03f7Yba7ePqoLXcMO4NFcAvPkZ2Em8E0y7m4mEDVdR5vm9cvbUGCloTF7wmzI_1ayPE8IPe1nBQO81Lg.m3u8?u=1756878715
tvMoviesHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUDyXdwMMIFwjgBf6LwenrdMHM2qtIIxtS8NxDg3x13zo_OGwGKng8cZhexN1ftVRorJKlVNHz_pAfnep0S8A-FX-dxifJJyfJPx2kO1zUOmMNXsJoBxCuEsnea_obLC9GsqRNQm03f7Yba7ePqoLXcMO4NFcAvPkZ2Em8E0y7m4mEDVdR5vm9cvbUGCloTF7wmzI_1ayPE8IPe1nBQO81Lg.m3u8?u=1756878715
tvMoviesHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUDyXdwMMIFwjgBf6LwenrdMHM2qtIIxtS8NxDg3x13zo_OGwGKng8cZhexN1ftVRorJKlVNHz_pAfnep0S8A-FX-dxifJJyfJPx2kO1zUOmMNXsJoBxCuEsnea_obLC9GsqRNQm03f7Yba7ePqoLXcMO4NFcAvPkZ2Em8E0y7m4mEDVdR5vm9cvbUGCloTF7wmzI_1ayPE8IPe1nBQO81Lg.m3u8?u=1756878715
BBCearthHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU3uOznvwt4M21T0Ial5n1hLVfVYaT6a5NUp_gnBJlNVALO5NPN76XNPOXfuvgi0SBaOOooZZM3pLbiB2VvYFbfr5oW5xOj2hMqSMT9jPBVGP6sirHc5w8sWFwRcciBbF3IWmswcmXcNGuIyHKpAIdb-O39tzVkJYQ_awZH-UsPSLJZ4znB0y_vhYhlTljk0rCddlCCyxSi33gu2cj9IhHKQ.m3u8?u=1756878715
BBCearthHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU3uOznvwt4M21T0Ial5n1hLVfVYaT6a5NUp_gnBJlNVALO5NPN76XNPOXfuvgi0SBaOOooZZM3pLbiB2VvYFbfr5oW5xOj2hMqSMT9jPBVGP6sirHc5w8sWFwRcciBbF3IWmswcmXcNGuIyHKpAIdb-O39tzVkJYQ_awZH-UsPSLJZ4znB0y_vhYhlTljk0rCddlCCyxSi33gu2cj9IhHKQ.m3u8?u=1756878715
BBCearthHD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU3uOznvwt4M21T0Ial5n1hLVfVYaT6a5NUp_gnBJlNVALO5NPN76XNPOXfuvgi0SBaOOooZZM3pLbiB2VvYFbfr5oW5xOj2hMqSMT9jPBVGP6sirHc5w8sWFwRcciBbF3IWmswcmXcNGuIyHKpAIdb-O39tzVkJYQ_awZH-UsPSLJZ4znB0y_vhYhlTljk0rCddlCCyxSi33gu2cj9IhHKQ.m3u8?u=1756878715
BBCLifestylHD(C),http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUBFM34L_78cz6BUfxUFE_XnSPtDGgi_Cxgo9I75k2XilH2iCmHH5_6WSeNNVrLm2C3Da4R0Lhzo-Ypccd_VFUp6NgIaslqWuLUMHMQOJBgxMK9KVSghBxedxvdcq1vALvwkbrcwDe9OYOnPrFyDXW7v3SqdChwUTbVW3_eqC8QQyysa89TxUeJjQeS7hbTKwhH1ApbyCmvj9VgUPYqKjR4E2McsOdWcoLfjDvKoEzGl8.m3u8?u=1756878715
